"id";"ss";"seite";"autor_vorname";"autor_nachname";"titel";"verlag";"ort";"jahr";"verlag_2";"ort_2";"jahr_2";"weitere";"volltext";"status"
73423;0;37;"Vera";"Figner";"Sämtliche Schriften";;;;;;;;"Figner, Vera: Sämtliche Schriften.";"parsed"
73422;0;37;"Korla Aug.";"Fiedlers";"Towarsny Spewnik za serbski lud [Vereinsliederbuch für das wendische Volk]";"Schmaler";"Bautzen";"1927";;;;;"Fiedlers, Korla Aug.: Towarsny Spewnik za serbski lud [Vereinsliederbuch für das wendische Volk]. Bautzen: Schmaler 1927.";"parsed"
73421;0;37;"Kuno";"Fiedler";"Die Stufen der Erkenntnis";"Georg Müller";"München";"1929";;;;;"Fiedler, Kuno: Die Stufen der Erkenntnis. München: Georg Müller 1929.";"parsed"
73420;0;37;"Emil";"Fiedler";"Der neue Mensch";"Rauch";"Wiesbaden";"1929";;;;;"Fiedler, Emil: Der neue Mensch. Wiesbaden: Rauch 1929.";"parsed"
73419;0;37;"Paul";"Fiebig";"Der Talmud";"Ed. Pfeiffer";"Leipzig";"1929";;;;;"Fiebig, Paul: Der Talmud. Leipzig: Ed. Pfeiffer 1929.";"parsed"
73418;0;37;"Otto Maria";"Fidelis";"Österreichs europäische Sendung";"Reinhold";"Wien";"1935";;;;;"Fidelis, Otto Maria: Österreichs europäische Sendung. Wien: Reinhold 1935.";"parsed"
73417;0;37;"Lion";"Feuchtwanger";"Sämtliche Schriften";;;;;;;;"Feuchtwanger, Lion: Sämtliche Schriften.";"parsed"
73416;1;37;"Adolphe";"Ferrière";"Ein überparteilicher Plan der Arbeit dem Schweizervolk";"Jean Christophe-Verl.";"Zürich";"1936";;;;;"Ferrière, Adolphe: Ein überparteilicher Plan der Arbeit dem Schweizervolk. Zürich: Jean Christophe-Verl. 1936.";"parsed"
73415;0;37;"Enrico";"Ferri";"Sozialismus u. moderne Wissenschaft";"Wigand";"Leipzig";"1895";;;;;"Ferri, Enrico: Sozialismus u. moderne Wissenschaft. Leipzig: Wigand 1895.";"parsed"
73414;0;37;"Enrico";"Ferri";"Die revolutionäre Methode";"Hirschfeld";"Leipzig";"1908";;;;;"Ferri, Enrico: Die revolutionäre Methode. Leipzig: Hirschfeld 1908.";"parsed"
73413;0;37;"Francisco";"Ferrer-Guardia";"Die moderne Schule";"»Der Syndikalist«";"Berlin";"1923";"Cerny";"Wien";"1923";;"Ferrer-Guardia, Francisco: Die moderne Schule. Berlin: »Der Syndikalist« 1923. — Wien: Cerny 1923.";"parsed"
73412;0;37;"Wilhelm";"Ferner";"Die Geisselmanie oder der Flagellantismus in den Mönchs- u. Nonnenklöstern";"Digel";"Stuttgart";"1922";;;;;"Ferner, Wilhelm: Die Geisselmanie oder der Flagellantismus in den Mönchs- u. Nonnenklöstern. Stuttgart: Digel 1922.";"parsed"
73410;0;35;"Hans";"Feigl";"Ferdinand Lassalle";"Konegen";"Wien";"1920";;;;;"Feigl, Hans: Ferdinand Lassalle. Wien: Konegen 1920.";"parsed"
73411;0;35;"Arthur";"Feiler";"Das Experiment des Bolschewismus";"Societäts-Druckerei";"Frankfurt a M.";"1930";;;;;"Feiler, Arthur: Das Experiment des Bolschewismus. Frankfurt a M.: Societäts-Druckerei 1930.";"parsed"
73408;0;35;;;"Fehltritt, Lesbias ~";"Kunz";" Wien";" 1930";;;;;"Fehltritt, Lesbias ~. Wien: Kunz 1930.";"parsed"
73409;0;35;;"Fehse, Willi Richard, u. Klaus Mann";"Anthologie jüngster Lyrik";"Enoch";"Hamburg";" 1927/1929";;;;;"Fehse, Willi Richard, u. Klaus Mann: Anthologie jüngster Lyrik. Hamburg: Enoch 1927/1929.";"parsed"
73407;1;35;;;"Fehler, Über die ~ der Parteiorganisationen beim Ausschluss von Kommunisten aus der Partei";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1938";;;;;"Fehler, Über die ~ der Parteiorganisationen beim Ausschluss von Kommunisten aus der Partei. Moskau: Verlagsgen. ausländ. Arbeiter 1938.";"parsed"
73406;0;35;"Konstantin";"Fedin";"Städte und Jahre";"Malik-Verl.";"Berlin";"1927";;;;;"Fedin, Konstantin: Städte und Jahre. Berlin: Malik-Verl. 1927.";"parsed"
73405;0;35;"Konstantin";"Fedin";"Brüder";;;;;;;"Sämtliche Ausgaben";"Fedin, Konstantin: Brüder. Sämtliche Ausgaben.";"parsed"
73404;1;35;;;"Fédération, La ~ universelle. World federation. Die Weltföderation";"Centerbladet";" Örebro, Schweden";" 1938";;;;;"Fédération, La ~ universelle. World federation. Die Weltföderation. Örebro, Schweden: Centerbladet 1938.";"parsed"
73403;0;35;"Penas";"Fedenko";"Der nationale und soziale Befreiungskampf der Ukraine";"Dietz";"Berlin";"1923";;;;;"Fedenko, Penas: Der nationale und soziale Befreiungskampf der Ukraine. Berlin: Dietz 1923.";"parsed"
73402;0;35;"Felix";"Fechenbach";"Im Haus der Freudlosen";"Dietz";"Berlin";"1925";;;;;"Fechenbach, Felix: Im Haus der Freudlosen. Berlin: Dietz 1925.";"parsed"
73401;0;35;"Felix";"Fechenbach";"Der Revolutionär Kurt Eisner";"Dietz";"Berlin";"1929";;;;;"Fechenbach, Felix: Der Revolutionär Kurt Eisner. Berlin: Dietz 1929.";"parsed"
73400;0;35;;;"Fechenbach, Der Fall ~. Jurist. Gutachten";"Mohr";" Tübingen";" 1924";;;;;"Fechenbach, Der Fall ~. Jurist. Gutachten. Tübingen: Mohr 1924.";"parsed"
73399;0;35;"Josef";"Fattinger";"Der Katechet erzählt";"Kath. Pressverein";"Ried";"1935/36";;;;;"Fattinger, Josef: Der Katechet erzählt. Ried: Kath. Pressverein 1935/36.";"parsed"
73398;1;35;;;"Faschismus, Der ~ in Deutschland";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1934";;;;;"Faschismus, Der ~ in Deutschland. Moskau: Verlagsgen. ausländ. Arbeiter 1934.";"parsed"
73397;1;35;"Heinrich";"Farwig";"Der Kampf um die Gewerkschaften";"Rote Gewerkschaftsinternationale";"Moskau";"1929";;;;;"Farwig, Heinrich: Der Kampf um die Gewerkschaften. Moskau: Rote Gewerkschaftsinternationale 1929.";"parsed"
73396;0;35;"Claude";"Farrère";"Die Marquise Yorisaka";"Georg Müller";"München";"1928";;;;;"Farrère, Claude: Die Marquise Yorisaka. München: Georg Müller 1928.";"parsed"
73395;0;35;"Claude";"Farrère";"Die kleinen Verbündeten";"Georg Müller";"München";"1928";;;;;"Farrère, Claude: Die kleinen Verbündeten. München: Georg Müller 1928.";"parsed"
73394;0;35;"Claude";"Farrère";"Opium";"Thespis-Verl.";"München";"1920";"Georg Müller";"München";"1928";;"Farrère, Claude: Opium. München: Thespis-Verl. 1920. — München: Georg Müller 1928.";"parsed"
73393;0;35;"Claude";"Farrère";"Ein junges Mädchen reiste";"Georg Müller";"München";"1928";"Buchgemeinde";"Berlin";"1933";;"Farrère, Claude: Ein junges Mädchen reiste. München: Georg Müller 1928. — Berlin: Buchgemeinde 1933.";"parsed"
73392;0;35;"Claude";"Fairère";"Kulturmenschen";"Georg Müller";"München";"1919";;;;;"Fairère, Claude: Kulturmenschen. München: Georg Müller 1919.";"parsed"
73391;0;35;"Claude";"Farrère";"Fräulein Dax";"Georg Müller";"München";"1928";;;;;"Farrère, Claude: Fräulein Dax. München: Georg Müller 1928.";"parsed"
73390;1;35;;;"Familien, Bei den ~ der Februar-Kämpfer in Wien";"Ed. du SRI.";" Paris";" 1934";;;;;"Familien, Bei den ~ der Februar-Kämpfer in Wien. Paris: Ed. du SRI. 1934.";"parsed"
73388;0;0;"Kurt";"Falk";"Die Bestrebungen der Sozialdemokratie";;"Nürnberg";"1891";;;;;"Falk, Kurt: Die Bestrebungen der Sozialdemokratie. Nürnberg 1891.";"ok"
73389;0;35;"Hellmuth";"Falkenfeld";"Philosophien für u. wider die Revolution";"Der neue Geist-Verl.";"Leipzig";"1923";;;;;"Falkenfeld, Hellmuth: Philosophien für u. wider die Revolution. Leipzig: Der neue Geist-Verl. 1923.";"parsed"
73386;0;35;"Heinz";"Faldi";"Sämtliche Schriften";;;;;;;;"Faldi, Heinz: Sämtliche Schriften.";"parsed"
73387;0;35;"Alfred";"Falk";"Sämtliche Schriften";;;;;;;;"Falk, Alfred: Sämtliche Schriften.";"parsed"
73385;0;35;"Margarete";"Fahnert";"Lehrbuch der Kunst, die Karten zu legen";"Rudolph";"Dresden";"1934";;;;;"Fahnert, Margarete: Lehrbuch der Kunst, die Karten zu legen. Dresden: Rudolph 1934.";"parsed"
73384;0;35;;;"Fahnen, Unter roten ~. Kampflieder";"Verl. Junge Garde";" Berlin";" 1932";;;;;"Fahnen, Unter roten ~. Kampflieder. Berlin: Verl. Junge Garde 1932.";"parsed"
73383;0;33;;"Dreissig neue Erzähler des neuen Russland. Berlin";"Malik-Verl. 1928. Erzählungen, Russische ~";"Hoym";"Hamburg";" 1923";;;;;"Dreissig neue Erzähler des neuen Russland. Berlin: Malik-Verl. 1928. Erzählungen, Russische ~. Hamburg: Hoym 1923.";"parsed"
73382;0;33;;;"Dreissig neue Erzähler des neuen Deutschland";"Malik-Verl.";" Berlin";" 1932";;;;;"Dreissig neue Erzähler des neuen Deutschland. Berlin: Malik-Verl. 1932.";"parsed"
73381;1;33;"Fritz";"Erpenbeck";"Aber ich wollte nicht feige sein!";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";;;;;"Erpenbeck, Fritz: Aber ich wollte nicht feige sein! Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
73380;0;33;;;"Erotik, Die ~ in der Photographie";"Verl. f. Kulturforschung";" Wien";" 1931/32";;;;;"Erotik, Die ~ in der Photographie. Wien: Verl. f. Kulturforschung 1931/32.";"parsed"
73378;0;33;;;"Eros, Der moskowitische ~";"Orchis-Verl.";" München";" 1924";;;;;"Eros, Der moskowitische ~. München: Orchis-Verl. 1924.";"parsed"
73379;0;33;;;"Erotik, Die legitime ~. Bd 1 u. 2";"Verl. f. Kulturforschung";" Wien";" 1931";;;;;"Erotik, Die legitime ~. Bd 1 u. 2. Wien: Verl. f. Kulturforschung 1931.";"parsed"
73377;1;33;;;"Eroberung, Die ~ des Nordpols";"Malik-Verl.";" London";" 1938";;;;;"Eroberung, Die ~ des Nordpols. London: Malik-Verl. 1938.";"parsed"
73376;0;33;;"Ernste";"Zwölf Zelte am See";"Verl. d. Jugendinternationale";"Berlin";" 1932";;;;;"Ernste: Zwölf Zelte am See. Berlin: Verl. d. Jugendinternationale 1932.";"parsed"
73375;0;33;;"Ernste";"Das Lied der Weberkinder";"Verl. d. Jugendinternationale";"Berlin";" 1932";;;;;"Ernste: Das Lied der Weberkinder. Berlin: Verl. d. Jugendinternationale 1932.";"parsed"
73374;0;33;"Otto";"Ernst";"Zwölf Monarchen im Exil";"Phaidon-Verl.";"Wien";"1932";;;;;"Ernst, Otto: Zwölf Monarchen im Exil. Wien: Phaidon-Verl. 1932.";"parsed"
73373;0;33;"Friedrich";"Ernst";"Freidenker-Brevier";"Handelsdruckerei";"Bamberg";"1908";;;;;"Ernst, Friedrich: Freidenker-Brevier. Bamberg: Handelsdruckerei 1908.";"parsed"
73372;0;33;"Erich";"Ernst";"Die Symphonie des Eros";"Radszuweit";"Berlin";"1925";;;;;"Ernst, Erich: Die Symphonie des Eros. Berlin: Radszuweit 1925.";"parsed"
73371;1;33;;;"Erna, Die schöne ~ oder Leben und Abenteuer einer jungen Modistin.";;"Chicago";"1920";;;;;"Erna, Die schöne ~ oder Leben und Abenteuer einer jungen Modistin. Chicago 1920.";"parsed"
73370;0;33;"Max";"Ermers";"Victor Adler";"Epstein";"Wien";"1932";;;;;"Ermers, Max: Victor Adler. Wien: Epstein 1932.";"parsed"
73369;0;33;"Osip Arkadevic";"Ermanskij";"Theorie u. Praxis der Rationalisierung";"Verl. f. Lit. u. Politik";"Berlin";"1928";;;;;"Ermanskij, Osip Arkadevic: Theorie u. Praxis der Rationalisierung. Berlin: Verl. f. Lit. u. Politik 1928.";"parsed"
73368;0;33;"Osip Arkadevic";"Ermanskij";"Wissenschaftliche Betriebsorganisation u. Taylor-System";"Dietz";"Berlin";"1925";;;;;"Ermanskij, Osip Arkadevic: Wissenschaftliche Betriebsorganisation u. Taylor-System. Berlin: Dietz 1925.";"parsed"
73367;1;33;;;"Erlebnisse eines Lebemannes.";;"Chicago";"1929";;;;;"Erlebnisse eines Lebemannes. Chicago 1929.";"parsed"
73366;0;0;;;"Erlebnisse, Günthers ~. Aus d. Tagebuch eines Flagellanten";"Schwalbe";"Berlin";"1932";;;;;"Erlebnisse, Günthers ~. Aus d. Tagebuch eines Flagellanten. Berlin: Schwalbe 1932.";"ok"
73365;0;33;"Eduard";"Erkes";"Wie Gott erschaffen wurde";"Urania-Verlagsges.";"Jena";"1925";;;;;"Erkes, Eduard: Wie Gott erschaffen wurde. Jena: Urania-Verlagsges. 1925.";"parsed"
73364;0;33;"Anton";"Erkelenz";"Der Rattenfänger von Braunau. Die Tragödie Deutschlands";"Dietz";"Berlin";"1932";;;;;"Erkelenz, Anton: Der Rattenfänger von Braunau. Die Tragödie Deutschlands. Berlin: Dietz 1932.";"parsed"
73363;0;33;;;"Erinnerungen eines Waisenknaben. Von ihm selbst erzählt";"Reinhard";" München";" 1910";;;;;"Erinnerungen eines Waisenknaben. Von ihm selbst erzählt. München: Reinhard 1910.";"parsed"
73362;0;0;;;"Erinnerungen, Die ~ der Demoiselle S ... <Memoiren einer Sängerin.>";;;;;;;;"Erinnerungen, Die ~ der Demoiselle S ... <Memoiren einer Sängerin.> o. O. u. J.";"ok"
73361;0;33;;;"Erinnerungen eines Kammersängers oder Ein Lehrbuch der Liebe.";;"Wien";"1920";;;;;"Erinnerungen eines Kammersängers oder Ein Lehrbuch der Liebe. Wien 1920.";"parsed"
73360;1;33;;;"Erinnerungen der Miss Barbara";"Kuriosa-Verl.";" Paris";" 1925";;;;;"Erinnerungen der Miss Barbara. Paris: Kuriosa-Verl. 1925.";"parsed"
73359;0;33;"Ludwig";"Erhart";"Dieser Friede wird kein Brest-Litowsk";"Malik-Verl.";"Berlin";"1919";;;;;"Erhart, Ludwig: Dieser Friede wird kein Brest-Litowsk. Berlin: Malik-Verl. 1919.";"parsed"
73358;1;33;"Emile";"Erhard";"Assassins! Une documentation sur l'avènement de Hitler";"Impr. Union";"Mulhouse";"1933";;;;;"Erhard, Emile: Assassins! Une documentation sur l'avènement de Hitler. Mulhouse: Impr. Union 1933.";"parsed"
73357;0;33;"Ilja";"Erenburg";"Sämtliche Schriften";;;;;;;;"Erenburg, Ilja: Sämtliche Schriften.";"parsed"
73356;1;31;"Franz Carl";"Endres";"Giftgaskrieg, die grosse Gefahr";"Rascher";"Zürich";"1928";;;;;"Endres, Franz Carl: Giftgaskrieg, die grosse Gefahr. Zürich: Rascher 1928.";"parsed"
73355;0;31;"Franz Carl";"Endres";"Das Gesicht des Krieges";"Oldenburg";"Leipzig";"1924";;;;;"Endres, Franz Carl: Das Gesicht des Krieges. Leipzig: Oldenburg 1924.";"parsed"
73354;0;31;"Franz Carl";"Endres";"Vaterland Europa";"Schwetschke";"Berlin";"1925";;;;;"Endres, Franz Carl: Vaterland Europa. Berlin: Schwetschke 1925.";"parsed"
73353;0;31;"Kurt van";"Emsen";"Adolf Hitler u. die Kommenden";"Lindner";"Leipzig";"1932";;;;;"Emsen, Kurt van: Adolf Hitler u. die Kommenden. Leipzig: Lindner 1932.";"parsed"
73352;1;31;"Louis";"Emrich";"Die Zukunft der Welt";"Verl. Neues Europa";"Strassburg";"1937";;;;;"Emrich, Louis: Die Zukunft der Welt. Strassburg: Verl. Neues Europa 1937.";"parsed"
73351;1;31;"Louis";"Emrich";"Alte und neue Prophezeiungen über den Weltkrieg der Zukunft";"Verl. Neues Europa";"Strassburg";"1938";;;;;"Emrich, Louis: Alte und neue Prophezeiungen über den Weltkrieg der Zukunft. Strassburg: Verl. Neues Europa 1938.";"parsed"
73350;1;31;"Louis";"Emrich";"Das grosse Los im Spiegel der Statistik und Zahlen-Analyse";"Verl. Neues Europa";"Strassburg";"1937";;;;;"Emrich, Louis: Das grosse Los im Spiegel der Statistik und Zahlen-Analyse. Strassburg: Verl. Neues Europa 1937.";"parsed"
73349;0;31;;"Emko";"Der Sieg der 15 Giesserstifte";"Verl. d. Jugendinternationale";"Berlin";" 1932";;;;;"Emko: Der Sieg der 15 Giesserstifte. Berlin: Verl. d. Jugendinternationale 1932.";"parsed"
73348;0;31;"Karl August";"Emge";"Geistiger Mensch und Nationalsozialismus";"Verlag f. Zeitkritik";"Berlin";"1931";;;;;"Emge, Karl August: Geistiger Mensch und Nationalsozialismus. Berlin: Verlag f. Zeitkritik 1931.";"parsed"
73347;0;31;"René";"Emery";"Das Gift der Lippen";"Blitz-Verl.";"Wien";"1924";;;;;"Emery, René: Das Gift der Lippen. Wien: Blitz-Verl. 1924.";"parsed"
73346;0;31;"Curt";"Elwenspoek";"Mord und Totschlag";"Dieck";"Stuttgart";"1931";;;;;"Elwenspoek, Curt: Mord und Totschlag. Stuttgart: Dieck 1931.";"parsed"
73345;0;31;;;"Elternsendung und Priesteraufgabe";"Beratungsstelle f. pfarrgemeindl. Arbeit";" Düsseldorf";" 1937";;;;;"Elternsendung und Priesteraufgabe. Düsseldorf: Beratungsstelle f. pfarrgemeindl. Arbeit 1937.";"parsed"
73344;0;31;"Franz";"Elmauer";"Die achte Stimme";"Saturn-Verl.";"Wien";"1930";;;;;"Elmauer, Franz: Die achte Stimme. Wien: Saturn-Verl. 1930.";"parsed"
73343;0;31;"Havelock";"Ellis";"Die Homosexualität";"Kabitzsch";"Leipzig";"1924";;;;;"Ellis, Havelock: Die Homosexualität. Leipzig: Kabitzsch 1924.";"parsed"
73342;0;31;"Eve";"Ellin";"Karriere einer Unschuld";"Amonesta-Verl.";"Wien";"1933";;;;;"Ellin, Eve: Karriere einer Unschuld. Wien: Amonesta-Verl. 1933.";"parsed"
73341;0;31;;"Ellerbek, Ellegaard, u. Walter Kurz";"Ebbe und Flut im Menschenblut. Berlin: Szintilla-Verl. 1928";"Bio-Rhythmus-Verl.";"— Berlin";" 1931";;;;;"Ellerbek, Ellegaard, u. Walter Kurz: Ebbe und Flut im Menschenblut. Berlin: Szintilla-Verl. 1928. — Berlin: Bio-Rhythmus-Verl. 1931.";"parsed"
73340;0;31;"Ellegaard";"Ellerbek";"Der Herr des Lebens";"Reichstein";"Pforzheim";"1929";;;;;"Ellerbek, Ellegaard: Der Herr des Lebens. Pforzheim: Reichstein 1929.";"parsed"
73339;0;31;"Wilhelm";"Ellenbogen";"Was will die Sozialdemokratie?";"Brand";"Wien";"1914";;;;;"Ellenbogen, Wilhelm: Was will die Sozialdemokratie? Wien: Brand 1914.";"parsed"
73338;0;0;"Wilhelm";"Ellenbogen";"Geschichte des Arbeiter-Bildungsvereins in Gumpendorf";;"Wien";"1892";;;;;"Ellenbogen, Wilhelm: Geschichte des Arbeiter-Bildungsvereins in Gumpendorf. Wien 1892.";"ok"
73337;0;31;"Wilhelm";"Ellenbogen";"Faschismus";"Vorwärts";"Berlin";"1923";"Wiener Volksbuchh.";"Wien";"1923";;"Ellenbogen, Wilhelm: Faschismus. Berlin: Vorwärts 1923. — Wien: Wiener Volksbuchh. 1923.";"parsed"
73335;0;31;"Wladimir";"Eliasberg";"Frau u. Propaganda";"Saturn-Verl.";"Wien";"1937";;;;;"Eliasberg, Wladimir: Frau u. Propaganda. Wien: Saturn-Verl. 1937.";"parsed"
73336;0;31;"Wladimir";"Eliasberg";"Reklamewissenschaften";"Rohrer";"Brünn";"1936";;;;;"Eliasberg, Wladimir: Reklamewissenschaften. Brünn: Rohrer 1936.";"parsed"
73333;0;31;"Alexander";"Eliasberg";"Ostjüdische Novellen";"Georg Müller";"München";"1918";;;;;"Eliasberg, Alexander: Ostjüdische Novellen. München: Georg Müller 1918.";"parsed"
73334;0;31;"Wladimir";"Eliasberg";"Arzt und Propaganda";"Saturn-Verl.";"Wien";"1936";;;;;"Eliasberg, Wladimir: Arzt und Propaganda. Wien: Saturn-Verl. 1936.";"parsed"
73332;0;31;"Albert";"Elgers";"Die Kulturrevolution in der Sowjetunion";"Verl. d. proletar. Freidenker";"Berlin";"1930";;;;;"Elgers, Albert: Die Kulturrevolution in der Sowjetunion. Berlin: Verl. d. proletar. Freidenker 1930.";"parsed"
73331;0;31;;"El-Correi";"Das Weib und der Centaur";"Eysler";"Berlin";" 1925";;;;;"El-Correi: Das Weib und der Centaur. Berlin: Eysler 1925.";"parsed"
73330;0;31;"Ismar";"Elbogen";"Geschichte der Juden in Deutschland";"Lichtenstein";"Berlin";"1935";;;;;"Elbogen, Ismar: Geschichte der Juden in Deutschland. Berlin: Lichtenstein 1935.";"parsed"
73329;0;31;"Johanna";"Elberskirchen";"Die Liebe des dritten Geschlechts";"Spohr";"Leipzig";"1904";;;;;"Elberskirchen, Johanna: Die Liebe des dritten Geschlechts. Leipzig: Spohr 1904.";"parsed"
73328;0;29;"Otto";"Ehinger";"Die sozialen Ausbeutungssysteme";"Reinhardt";"München";"1912";;;;;"Ehinger, Otto: Die sozialen Ausbeutungssysteme. München: Reinhardt 1912.";"parsed"
73327;0;29;;;"Ehekultur, Die ~";"Ges. f. Ehekultur";" Berlin";" 1919";;;;;"Ehekultur, Die ~. Berlin: Ges. f. Ehekultur 1919.";"parsed"
73326;0;29;;;"Ehebuch, Das ~. Hrsg. von Graf H. Keyserling";"Kampmann";" Celle";" 1930";;;;;"Ehebuch, Das ~. Hrsg. von Graf H. Keyserling. Celle: Kampmann 1930.";"parsed"
73325;0;29;;;"Ehe,Die ~ der Germanen. Flugschrift";"Wiedertäufer";" Sensburg, Ostpr.";" 1935";;;;;"Ehe,Die ~ der Germanen. Flugschrift. Sensburg, Ostpr.: Wiedertäufer 1935.";"parsed"
73324;0;29;"Wilhelm";"Eggert";"Rationalisierung u. Arbeiterschaft";"Allg. dt. Gewerkschaftsbund";"Berlin";"1927";;;;;"Eggert, Wilhelm: Rationalisierung u. Arbeiterschaft. Berlin: Allg. dt. Gewerkschaftsbund 1927.";"parsed"
73323;0;29;"Peter";"Egetemeyr";"Die grossen Meister des Lebens";"St. Josefs-Verl.";"Augsburg";"1933";;;;;"Egetemeyr, Peter: Die grossen Meister des Lebens. Augsburg: St. Josefs-Verl. 1933.";"parsed"
73322;1;29;"Mark";"Egart";"Die Überfahrt";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";;;;;"Egart, Mark: Die Überfahrt. Moskau: Verlagsgen. ausländ. Arbeiter 1932.";"parsed"
73321;0;29;;"Efross, A., und J. Tugendhold";"Die Kunst Marc Chagalls";"Kiepenheuer";"Potsdam";" 1921";;;;;"Efross, A., und J. Tugendhold: Die Kunst Marc Chagalls. Potsdam: Kiepenheuer 1921.";"parsed"
73320;0;29;"Hugo";"Efferoth";"Sämtliche Schriften";;;;;;;;"Efferoth, Hugo: Sämtliche Schriften.";"parsed"
73319;0;29;;;"Education, L'~ musicale — trait d'union entre les peuples";"Orbis-Verl.";" Prag";" 1937";;;;;"Education, L'~ musicale — trait d'union entre les peuples. Prag: Orbis-Verl. 1937.";"parsed"
73318;0;29;"Kasimir";"Edschmid";"Sport um Gagaly";"Zsolnay";"Wien";"1930";;;;;"Edschmid, Kasimir: Sport um Gagaly. Wien: Zsolnay 1930.";"parsed"
73317;0;29;"Kasimir";"Edschmid";"Die sechs Mündungen";"Wolff";"Leipzig";"1917";;;;;"Edschmid, Kasimir: Die sechs Mündungen. Leipzig: Wolff 1917.";"parsed"
73315;0;0;"John";"Edgar";"Wo sind die Toten? Sämtl. Ausgaben.";;;;;;;;"Edgar, John: Wo sind die Toten? Sämtl. Ausgaben.";"ok"
73316;0;29;"Kasimir";"Edschmid";"Feine Leute oder die Grossen dieser Erde";"Zsolnay";"Wien";"1931";;;;;"Edschmid, Kasimir: Feine Leute oder die Grossen dieser Erde. Wien: Zsolnay 1931.";"parsed"
73313;0;29;"Oskar";"Edel";"Sämtliche Schriften";;;;;;;;"Edel, Oskar: Sämtliche Schriften.";"parsed"
73314;0;29;"Julius";"Eder";"Zwei Jahre Dollfuss";"Manz";"Wien";"1934";;;;;"Eder, Julius: Zwei Jahre Dollfuss. Wien: Manz 1934.";"parsed"
73312;0;29;"Edmund";"Edel";"Der gefährliche Alte";"Est-Est-Verl.";"Berlin";"1911";;;;;"Edel, Edmund: Der gefährliche Alte. Berlin: Est-Est-Verl. 1911.";"parsed"
73311;0;29;"Walther";"Eckstein";"Das antike Naturrecht in sozialphilosophischer Beleuchtung";"Braumüller";"Wien";"1926";;;;;"Eckstein, Walther: Das antike Naturrecht in sozialphilosophischer Beleuchtung. Wien: Braumüller 1926.";"parsed"
73310;0;29;"Gustav";"Eckstein";"Was ist der Sozialismus?";"Wiener Volksbuchh.";"Wien";"1931";;;;;"Eckstein, Gustav: Was ist der Sozialismus? Wien: Wiener Volksbuchh. 1931.";"parsed"
73308;0;0;"Gustav";"Eckstein";"Leitfaden zum Studium der Geschichte des Sozialismus";;"Berlin";"1910";;;;;"Eckstein, Gustav: Leitfaden zum Studium der Geschichte des Sozialismus. Berlin 1910.";"ok"
73309;0;29;"Gustav";"Eckstein";"Der Marxismus in der Praxis. In: Marxstudien Bd 4,1";"Brand";"Wien";"1918";;;;;"Eckstein, Gustav: Der Marxismus in der Praxis. In: Marxstudien Bd 4,1. Wien: Brand 1918.";"parsed"
73307;0;29;"Gustav";"Eckstein";"Kapitalismus u. Sozialismus";"Wiener Volksbuchh.";"Wien";"1925";;;;;"Eckstein, Gustav: Kapitalismus u. Sozialismus. Wien: Wiener Volksbuchh. 1925.";"parsed"
73306;0;29;"Romulo";"Echtermayer";"Liebe, die tötet";"Schmitz-Verl.";"Wien";"1928";;;;;"Echtermayer, Romulo: Liebe, die tötet. Wien: Schmitz-Verl. 1928.";"parsed"
73305;0;29;;"Eccardus";"Geschichte des niederen Volkes in Deutschland";"Spemann";"Stuttgart";" 1907";;;;;"Eccardus: Geschichte des niederen Volkes in Deutschland. Stuttgart: Spemann 1907.";"parsed"
73304;0;29;"José Maria";"Eça de Queiroz";"Sämtliche Schriften";;;;;;;;"Eça de Queiroz, José Maria: Sämtliche Schriften.";"parsed"
73302;0;29;"Elsbeth";"Ebertin";"Mann oder Frau?";"Dreizack-Verl.";"Altona";"1932";;;;;"Ebertin, Elsbeth: Mann oder Frau? Altona: Dreizack-Verl. 1932.";"parsed"
73303;0;29;"Erich";"Ebstein";"Modernes Mittelalter";"Speka-Verl.";"Leipzig";"1921";;;;;"Ebstein, Erich: Modernes Mittelalter. Leipzig: Speka-Verl. 1921.";"parsed"
73301;0;29;"Friedrich";"Ebert";"Sämtliche Schriften";;;;;;;;"Ebert, Friedrich: Sämtliche Schriften.";"parsed"
73300;0;29;"Erika";"Ebert";"Weihe-Nacht";"Höfling";"München";"1934";;;;;"Ebert, Erika: Weihe-Nacht. München: Höfling 1934.";"parsed"
73299;0;29;"Erika";"Ebert";"Heiliges Licht";"Höfling";"München";"1933";;;;;"Ebert, Erika: Heiliges Licht. München: Höfling 1933.";"parsed"
73298;0;27;"Albert";"Drexel";"Die Rassen von Europa. Nebst Karte";"Missionswiss. Anstalten";"Innsbruck";"1937";;;;;"Drexel, Albert: Die Rassen von Europa. Nebst Karte. Innsbruck: Missionswiss. Anstalten 1937.";"parsed"
73297;0;27;"Albert";"Drexel";"Die Judenfrage in wissenschaftlicher Beleuchtung";"Univ. Verl. Wagner";"Innsbruck";"1936";;;;;"Drexel, Albert: Die Judenfrage in wissenschaftlicher Beleuchtung. Innsbruck: Univ. Verl. Wagner 1936.";"parsed"
