"id";"ss";"seite";"autor_vorname";"autor_nachname";"titel";"verlag";"ort";"jahr";"verlag_2";"ort_2";"jahr_2";"weitere";"volltext";"status"
75288;0;84;"Sarah";"Levy";"Geliebter! O mon Goye!";"Reiss";"Berlin";"1929";;;;;"Levy, Sarah: Geliebter! O mon Goye! Berlin: Reiss 1929.";"parsed"
75287;0;0;"Ernst";"Reinhard";"Abrüstung ... zum neuen Krieg";"Laub";"Berlin";"1927";;;;;"Reinhard, Ernst: Abrüstung ... zum neuen Krieg. Berlin: Laub 1927.";"ok"
75285;0;169;"Georgij";"Zyperowitsch";"Das zukünftige Petrograd";"Kniga";"Berlin";"1922";"Hoym";"Hamburg";"1922";;"Zyperowitsch, Georgij: Das zukünftige Petrograd. Berlin: Kniga 1922. — Hamburg: Hoym 1922.";"parsed"
75284;0;169;"Karl";"Zwing";"Sämtliche Schriften";;;;;;;;"Zwing, Karl: Sämtliche Schriften.";"parsed"
75283;0;169;"Michael";"Zwick";"Vierundzwanzig Stunden";"Eden-Verl.";"Berlin";"1933";;;;;"Zwick, Michael: Vierundzwanzig Stunden. Berlin: Eden-Verl. 1933.";"parsed"
75282;0;169;"Michael";"Zwick";"Die Schrecklosen";"Eden-Verl.";"Berlin";"1934";;;;;"Zwick, Michael: Die Schrecklosen. Berlin: Eden-Verl. 1934.";"parsed"
75281;0;169;"Michael";"Zwick";"Das Phantom im Nebel";"Eden-Verl.";"Berlin";"1933";;;;;"Zwick, Michael: Das Phantom im Nebel. Berlin: Eden-Verl. 1933.";"parsed"
75280;0;169;"Michael";"Zwick";"In den Netzen der Sowjets";"Eden-Verl.";"Berlin";"1933";;;;;"Zwick, Michael: In den Netzen der Sowjets. Berlin: Eden-Verl. 1933.";"parsed"
75277;0;169;"Arnold";"Zweig";"Sämtliche Schriften";;;;;;;;"Zweig, Arnold: Sämtliche Schriften.";"parsed"
75278;0;169;"Stephan";"Zweig";"Sämtliche Schriften";;;;;;;;"Zweig, Stephan: Sämtliche Schriften.";"parsed"
75279;0;169;"Rudolf";"Zwetz";"Die Jungen von 1848";"Dietz";"Berlin";"1926";;;;;"Zwetz, Rudolf: Die Jungen von 1848. Berlin: Dietz 1926.";"parsed"
75276;1;169;"Max";"Zwalf";"Die internationale politische Verschuldung u. die Arbeiterklasse";"Internat. Transportarbeiter-Föderation";"Amsterdam";"1932";;;;;"Zwalf, Max: Die internationale politische Verschuldung u. die Arbeiterklasse. Amsterdam: Internat. Transportarbeiter-Föderation 1932.";"parsed"
75275;0;167;"Paul";"Zimmermann";"Lieder eines Erwachten";"Waltenberg & Graetz";"Berlin";"1920";"Aufbau-Verl.";"Berlin";"1932";;"Zimmermann, Paul: Lieder eines Erwachten. Berlin: Waltenberg & Graetz 1920. — Berlin: Aufbau-Verl. 1932.";"parsed"
75274;0;167;"Paul";"Zimmermann";"Hindenburg 85 Jahre";"Aufbau-Verl.";"Berlin";"1932";;;;;"Zimmermann, Paul: Hindenburg 85 Jahre. Berlin: Aufbau-Verl. 1932.";"parsed"
75273;0;167;"Albert";"Zimmermann";"Wen soll ich heiraten?";"Strecker & Schröder";"Stuttgart";"1918";;;;;"Zimmermann, Albert: Wen soll ich heiraten? Stuttgart: Strecker & Schröder 1918.";"parsed"
75272;0;167;"Gustav Adolf";"Zimmer";"Der kürzeste Weg zur Gesundheit. Die chiropraktische Heilkunst";"Selbstverl.";"Dresden";"1933";;;;;"Zimmer, Gustav Adolf: Der kürzeste Weg zur Gesundheit. Die chiropraktische Heilkunst. Dresden: Selbstverl. 1933.";"parsed"
75271;0;167;"Gustav Adolf";"Zimmer";"Chiropraktik oder Das menschliche Rückgrat als Träger u. Ursache von Gesundheit u. Krankheit";"Selbstverl.";"Dresden";"1934";;;;;"Zimmer, Gustav Adolf: Chiropraktik oder Das menschliche Rückgrat als Träger u. Ursache von Gesundheit u. Krankheit. Dresden: Selbstverl. 1934.";"parsed"
75270;0;167;"Gustav Adolf";"Zimmer";"Chiropraktik";"Selbstverl.";"Dresden";"1935";;;;;"Zimmer, Gustav Adolf: Chiropraktik. Dresden: Selbstverl. 1935.";"parsed"
75269;0;167;"Heinrich";"Zille";"Zilles Vermächtnis";"Franke";"Berlin";"1930";;;;;"Zille, Heinrich. — Zilles Vermächtnis. Berlin: Franke 1930.";"parsed"
75268;0;167;"Heinrich";"Zille";"Für Alle";"Neuer dt. Verl.";"Berlin";"1929";;;;;"Zille, Heinrich: Für Alle. Berlin: Neuer dt. Verl. 1929.";"parsed"
75267;0;167;"Heinz";"Zikel";"Sexualleben der Frauen";"Schweizer";"Pfullingen";"1932";;;;;"Zikel, Heinz: Sexualleben der Frauen. Pfullingen: Schweizer 1932.";"parsed"
75266;0;167;"Heinz";"Zikel";"Hygiene der Ehe und der Flitterwochen";"Schweizer";"Berlin";"1925";"»Gemeinwohl«";"Aachen";"1926";;"Zikel, Heinz: Hygiene der Ehe und der Flitterwochen. Berlin: Schweizer 1925. — Aachen: »Gemeinwohl« 1926.";"parsed"
75265;0;167;;;"Zigeunerkind, Das ~, oder die Geheimnisse eines Fürstenhauses";"Verl. f. Volkslit. u. Kunst";" Berlin";" 1927";;;;;"Zigeunerkind, Das ~, oder die Geheimnisse eines Fürstenhauses. Berlin: Verl. f. Volkslit. u. Kunst 1927.";"parsed"
75264;0;167;;;"Zigeunerinnen-Traumbuch, Vollständiges ~";"Rudolph";" Dresden";" 1929";;;;;"Zigeunerinnen-Traumbuch, Vollständiges ~. Dresden: Rudolph 1929.";"parsed"
75263;0;167;;;"Zigeunerinnen-Traumbuch, Das ~";"Rudolph";" Dresden";" 1929";;;;;"Zigeunerinnen-Traumbuch, Das ~. Dresden: Rudolph 1929.";"parsed"
75262;0;167;"Luise";"Zietz";"Sämtliche Schriften";;;;;;;;"Zietz, Luise: Sämtliche Schriften.";"parsed"
75261;0;167;"Fritz";"Zielesch";"Jugend im Lande der Jugend";"Enoch";"Hamburg";"1925";;;;;"Zielesch, Fritz: Jugend im Lande der Jugend. Hamburg: Enoch 1925.";"parsed"
75260;0;167;"Bernhard";"Ziegler";"Sämtliche Schriften";;;;;;;;"Ziegler, Bernhard: Sämtliche Schriften.";"parsed"
75259;0;167;"August";"Ziegler";"Schwurzeugen des Antisemitismus?";"Abwehrblätter";"Berlin";"1928";;;;;"Ziegler, August: Schwurzeugen des Antisemitismus? Berlin: Abwehrblätter 1928.";"parsed"
75258;0;167;"Haller von";"Ziegesar";"Auf deutschem Vorposten";"Nationaler Bücherdienst";"Berlin";"1937";;;;;"Ziegesar, Haller von: Auf deutschem Vorposten. Berlin: Nationaler Bücherdienst 1937.";"parsed"
75256;0;167;"Julius";"Zeyer";"Florenz im Schnee";"Rikola-Verl.";"Wien";"1922";;;;;"Zeyer, Julius: Florenz im Schnee. Wien: Rikola-Verl. 1922.";"parsed"
75257;0;167;"Arthur";"Zickler";"Im Tollhause";"Singer";"Berlin";"1919";;;;;"Zickler, Arthur: Im Tollhause. Berlin: Singer 1919.";"parsed"
75254;0;167;"Klara";"Zetkin";"Sämtliche Schriften";;;;;;;;"Zetkin, Klara: Sämtliche Schriften.";"parsed"
75255;0;167;;;"Zeugnisse der bekennenden Kirche";"Bekenntnis-Synode";" Bad Oeynhausen";" 1935";;;;;"Zeugnisse der bekennenden Kirche. Bad Oeynhausen: Bekenntnis-Synode 1935.";"parsed"
75253;1;167;;;"Zetkin, Clara ~. Ein Sammelband zum Gedächtnis der grossen Kämpferin";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1934";;;;;"Zetkin, Clara ~. Ein Sammelband zum Gedächtnis der grossen Kämpferin. Moskau: Verlagsgen. ausländ. Arbeiter 1934.";"parsed"
75252;1;167;;;"Zetkin, Clara ~. Kämpferin für die proletarische Weltrevolution";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1933";;;;;"Zetkin, Clara ~. Kämpferin für die proletarische Weltrevolution. Moskau: Verlagsgen. ausländ. Arbeiter 1933.";"parsed"
75251;0;167;"Julius";"Zerfass";"Die Reise mit dem Lumpensack";"Dietz";"Berlin";"1925";;;;;"Zerfass, Julius: Die Reise mit dem Lumpensack. Berlin: Dietz 1925.";"parsed"
75250;0;167;"Wally";"Zepler";"Die Frauen und der Krieg";"Baumeister";"Berlin";"1916";;;;;"Zepler, Wally: Die Frauen und der Krieg. Berlin: Baumeister 1916.";"parsed"
75249;0;167;"Ernst Viktor";"Zenker";"Die Gesellschaft";"Reimer";"Berlin";"1899/1903";;;;;"Zenker, Ernst Viktor: Die Gesellschaft. Berlin: Reimer 1899/1903.";"parsed"
75248;0;167;"Kamil";"Zern an";"Sämtliche Schriften";;;;;;;;"Zern an, Kamil: Sämtliche Schriften.";"parsed"
75246;0;165;"Th.";"Yorck";"Die industrielle Arbeiterfrage";"Genossenschaftsbuchdruckerei";"Leipzig";"1876";;;;;"Yorck, Th.: Die industrielle Arbeiterfrage. Leipzig: Genossenschaftsbuchdruckerei 1876.";"parsed"
75247;1;0;"Alfred";"Zellweger";"Notre défense nationale intégrale";"Attinger";"Neuchâtel-Paris";"1938";;;;;"Zellweger, Alfred: Notre défense nationale intégrale. Neuchâtel-Paris: Attinger 1938. ";"ok"
75245;0;165;"Stanislav";"Yester";"»Třeti řiše« nastupuje! [Das »Dritte Reich« tritt an.]";"Verband der tschechoslow. Offiziere";"Prag";"1937";;;;;"Yester, Stanislav: »Třeti řiše« nastupuje! [Das »Dritte Reich« tritt an.]. Prag: Verband der tschechoslow. Offiziere 1937.";"parsed"
75244;0;165;"Thomas Russell";"Ybarra";"Hindenburg. Seine drei Leben";"Wolff";"Berlin";"1932";;;;;"Ybarra, Thomas Russell: Hindenburg. Seine drei Leben. Berlin: Wolff 1932.";"parsed"
75243;0;165;"T. de";"Wyzewa";"Die sozialistische Bewegung in Europa";"Salle";"Braunschweig";"1892";;;;;"Wyzewa, T. de: Die sozialistische Bewegung in Europa. Braunschweig: Salle 1892.";"parsed"
75242;1;165;"Hans von";"Wyl";"Ein Schweizer erlebt Deutschland";"Europa-Verl.";"Zürich";"1938";;;;;"Wyl, Hans von: Ein Schweizer erlebt Deutschland. Zürich: Europa-Verl. 1938.";"parsed"
75241;0;165;"Willi";"Wygodzinski";"Einführung in die Volkswirtschaftslehre";"Quelle & Meyer";"Leipzig";"1918";;;;;"Wygodzinski, Willi: Einführung in die Volkswirtschaftslehre. Leipzig: Quelle & Meyer 1918.";"parsed"
75240;0;165;"Mathilde";"Wurm";"Die Frauen u. der preussische Landtag";"Vorwärts";"Berlin";"1913";;;;;"Wurm, Mathilde: Die Frauen u. der preussische Landtag. Berlin: Vorwärts 1913.";"parsed"
75239;0;165;;;"Wunder, Das ~ der Marne-Schlacht. Wunder oder Verbrechen";"P. Hochmuth";" Berlin";" 1933";;;;;"Wunder, Das ~ der Marne-Schlacht. Wunder oder Verbrechen? Berlin: P. Hochmuth 1933.";"parsed"
75238;0;165;"Reinhold";"Wulle";"Die Sendung des Nordens";"Köhler";"Leipzig";"1931";;;;;"Wulle, Reinhold: Die Sendung des Nordens. Leipzig: Köhler 1931.";"parsed"
75237;0;165;"Reinhold";"Wulle";"Schuldbuch der Republik";"Rethra-Verl.";"Rostock";"1932";;;;;"Wulle, Reinhold: Schuldbuch der Republik. Rostock: Rethra-Verl. 1932.";"parsed"
75236;0;165;"Reinhold";"Wulle";"Die deutsche Revolution";"Dt. Nachrichten";"Berlin";"1933";;;;;"Wulle, Reinhold: Die deutsche Revolution. Berlin: Dt. Nachrichten 1933.";"parsed"
75235;0;165;"Reinhold";"Wulle";"Das neue Jahrtausend. Bd 1: Weit u. Völker im 20. Jahrhundert";"Nationaler Bücherdienst";"Berlin";"1936";;;;;"Wulle, Reinhold: Das neue Jahrtausend. Bd 1: Weit u. Völker im 20. Jahrhundert. Berlin: Nationaler Bücherdienst 1936.";"parsed"
75234;0;165;"Reinhold";"Wulle";"Caesaren";"Informationsbrief-Verl.";"Berlin";"1934";;;;;"Wulle, Reinhold: Caesaren. Berlin: Informationsbrief-Verl. 1934.";"parsed"
75233;0;165;;"Wulffen, Erich, u. Felix Abraham";"Fritz Ulbrichs lebender Marmor";"Verl. f. Kulturforschung";"Wien";" 1931";;;;;"Wulffen, Erich, u. Felix Abraham: Fritz Ulbrichs lebender Marmor. Wien: Verl. f. Kulturforschung 1931.";"parsed"
75232;0;165;"Erich";"Wulffen";"Das Weib als Sexual Verbrecherin";"Hanseat. Rechts- u. Wirtschaftsverl.";"Hamburg";"1931";;;;;"Wulffen, Erich: Das Weib als Sexual Verbrecherin. Hamburg: Hanseat. Rechts- u. Wirtschaftsverl. 1931.";"parsed"
75231;0;165;"Erich";"Wulffen";"Der Sexualverbrecher";"Langenscheidt";"Berlin";"1920";;;;;"Wulffen, Erich: Der Sexualverbrecher. Berlin: Langenscheidt 1920.";"parsed"
75230;0;165;"Erich";"Wulffen";"Sexualspiegel von Kunst und Verbrechen";"Aretz";"Dresden";"1928";;;;;"Wulffen, Erich: Sexualspiegel von Kunst und Verbrechen. Dresden: Aretz 1928.";"parsed"
75229;1;165;"Jan";"Wszebor";"Glos krwi i ziemi";"Biblioteka Dobrych Ksiazek";"Lomza";"1938";;;;;"Wszebor, Jan: Glos krwi i ziemi. Lomza: Biblioteka Dobrych Ksiazek 1938.";"parsed"
75228;0;165;"Henry";"Wright";"Soziale Briefe an Schulze und Genossen. Hann";"Werther";"-Münden";"1896";;;;;"Wright, Henry: Soziale Briefe an Schulze und Genossen. Hann.-Münden: Werther 1896.";"parsed"
75227;1;165;"M.";"Wreschner";"Rigsdagsbrand og Rigsretsproces";"Hasselbalch";"Kopenhagen";"1934";;;;;"Wreschner, M.: Rigsdagsbrand og Rigsretsproces. Kopenhagen: Hasselbalch 1934.";"parsed"
75226;0;165;"Wladimir";"Woytinski";"Sämtliche Schriften";;;;;;;;"Woytinski, Wladimir: Sämtliche Schriften.";"parsed"
75225;1;165;"K. E.";"Woroschilow";"Stalin und die rote Armee";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";;;;;"Woroschilow, K. E.: Stalin und die rote Armee. Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
75224;1;165;"K. E.";"Woroschilow";"Zur Abwehr bereit!";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";;;;;"Woroschilow, K. E.: Zur Abwehr bereit! Moskau: Verlagsgen. ausländ. Arbeiter 1934.";"parsed"
75223;0;163;"Gertrud";"Woker";"Der kommende Gift- und Brandkrieg";"Oldenburg";"Leipzig";"1932";;;;;"Woker, Gertrud: Der kommende Gift- und Brandkrieg. Leipzig: Oldenburg 1932.";"parsed"
75222;0;163;"Alexius";"Wohlgemuth";"Schattenbilder aus dem Volksleben";"Manz";"Regensburg";"1896";;;;;"Wohlgemuth, Alexius: Schattenbilder aus dem Volksleben. Regensburg: Manz 1896.";"parsed"
75221;1;163;;;"Wohin des Weges";"Verl. d. Pers. öffentl. Dienste";" Zürich";" 1934";;;;;"Wohin des Weges? Zürich: Verl. d. Pers. öffentl. Dienste 1934.";"parsed"
75220;0;163;"W.";"Wogau";"Sämtliche Schriften";;;;;;;;"Wogau, W.: Sämtliche Schriften.";"parsed"
75219;0;163;"Theodor";"Woelfer";"Der deutsche Mensch in der Landwirtschaft als Arbeitgeber";"Dt. Verlagsges.";"Berlin";"1935";;;;;"Woelfer, Theodor: Der deutsche Mensch in der Landwirtschaft als Arbeitgeber. Berlin: Dt. Verlagsges. 1935.";"parsed"
75218;0;163;"Otto";"Wittner";"Deutsche Literaturgeschichte";"Kaden";"Dresden";"1920";;;;;"Wittner, Otto: Deutsche Literaturgeschichte. Dresden: Kaden 1920.";"parsed"
75217;1;163;"Joseph";"Wittlin";"Das Salz der Erde";"A. de Lange";"Amsterdam";"1937";;;;;"Wittlin, Joseph: Das Salz der Erde. Amsterdam: A. de Lange 1937.";"parsed"
75216;0;163;"Karl August";"Wittfogel";"Sämtliche Schriften";;;;;;;;"Wittfogel, Karl August: Sämtliche Schriften.";"parsed"
75215;0;163;"Fritz";"Wittels";"Die Welt ohne Zuchthaus";"Hippokrates-Verl.";"Stuttgart";"1928";;;;;"Wittels, Fritz: Die Welt ohne Zuchthaus. Stuttgart: Hippokrates-Verl. 1928.";"parsed"
75214;0;163;"Fritz";"Wittels";"Die Technik der Psychoanalyse";"Bergmann";"München";"1926";;;;;"Wittels, Fritz: Die Technik der Psychoanalyse. München: Bergmann 1926.";"parsed"
75213;0;163;"Fritz";"Wittels";"Die Psychoanalyse";"Steyermühl";"Wien";"1927";;;;;"Wittels, Fritz: Die Psychoanalyse. Wien: Steyermühl 1927.";"parsed"
75212;0;163;"Johannes";"Witte";"Offenbarung nur in der Bibel";"Vandenhoeck & Ruprecht";"Göttingen";"1937";;;;;"Witte, Johannes: Offenbarung nur in der Bibel. Göttingen: Vandenhoeck & Ruprecht 1937.";"parsed"
75211;1;163;"Hermann";"Witte";"Die Geistesfolter des Militarismus";"Verlags-Magazin";"Zürich";"1896";;;;;"Witte, Hermann: Die Geistesfolter des Militarismus. Zürich: Verlags-Magazin 1896.";"parsed"
75210;0;163;"Erich";"Witte";"Der Unterricht im Geiste der Völkerversöhnung";"Neues Vaterland";"Berlin";"1921";;;;;"Witte, Erich: Der Unterricht im Geiste der Völkerversöhnung. Berlin: Neues Vaterland 1921.";"parsed"
75209;0;163;"Erich";"Witte";"Der Nutzen und die Gefahren des Geschichtsunterrichts für das deutsche Volk";"Oldenburg";"Leipzig";"1924";;;;;"Witte, Erich: Der Nutzen und die Gefahren des Geschichtsunterrichts für das deutsche Volk. Leipzig: Oldenburg 1924.";"parsed"
75208;0;163;"Erich";"Witte";"Der Militarismus der preussischen Schulaufsichtsbehörden";"Oldenburg";"Leipzig";"1924";;;;;"Witte, Erich: Der Militarismus der preussischen Schulaufsichtsbehörden. Leipzig: Oldenburg 1924.";"parsed"
75207;0;163;"Alfred";"Witte";"Regelwerk für Planetenbilder";"Rudolph";"Hamburg";"1935";;;;;"Witte, Alfred: Regelwerk für Planetenbilder. Hamburg: Rudolph 1935.";"parsed"
75206;1;163;;;"Wissenschaft, Die ~ im Lichte des Marxismus";"Jean-Christophe-Verl.";" Zürich";" 1937";;;;;"Wissenschaft, Die ~ im Lichte des Marxismus. Zürich: Jean-Christophe-Verl. 1937.";"parsed"
75205;0;163;"Franz";"Wisnewski";"Das Arbeitsrecht in der Praxis";"Internat. Arbeiter-Verl.";"Berlin";"1930";;;;;"Wisnewski, Franz: Das Arbeitsrecht in der Praxis. Berlin: Internat. Arbeiter-Verl. 1930.";"parsed"
75204;1;163;"Wsewolod";"Wischnewski";"Optimistische Tragödie";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1937";;;;;"Wischnewski, Wsewolod: Optimistische Tragödie. Moskau: Verlagsgen. ausländ. Arbeiter 1937.";"parsed"
75203;0;163;"Richard";"Wirtz";"Das Moselland";"Paulinusdruckerei";"Trier";"1923";;;;;"Wirtz, Richard: Das Moselland. Trier: Paulinusdruckerei 1923.";"parsed"
75202;0;163;;;"Wirtschaftsverderber, Verräter an Volk und Heimat";"Oesterr. Heimatdienst";" Wien";" 1934";;;;;"Wirtschaftsverderber, Verräter an Volk und Heimat. Wien: Oesterr. Heimatdienst 1934.";"parsed"
75201;0;163;;;"Wirtschaftsdemokratie. Ihr Wesen, Weg und Ziel";"Allg. Dt. Gewerkschaftsbund";" Berlin";" 1931";;;;;"Wirtschaftsdemokratie. Ihr Wesen, Weg und Ziel. Berlin: Allg. Dt. Gewerkschaftsbund 1931.";"parsed"
75200;0;163;;;"Wirtschaft, Die rote ~. Ein Sammelwerk. Hrsg. v. Gerhard Dobbert";"Ost-Europa-Verl.";" Königsberg";" 1932";;;;;"Wirtschaft, Die rote ~. Ein Sammelwerk. Hrsg. v. Gerhard Dobbert. Königsberg: Ost-Europa-Verl. 1932.";"parsed"
75199;1;163;;;"Wirtschaft, Freie ~. Sammelbuch aus d. dt. Emigration";"Ed. Sebastian Brant";" Strassburg";" 1938";;;;;"Wirtschaft, Freie ~. Sammelbuch aus d. dt. Emigration. Strassburg: Ed. Sebastian Brant 1938.";"parsed"
75198;1;163;;;"Wir werden wohlhabend";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1933";;;;;"Wir werden wohlhabend. Moskau: Verlagsgen. ausländ. Arbeiter 1933.";"parsed"
75197;0;163;;;"Wir kämpfen für ein rotes Preussen im sozialistischen Rätedeutschland";"Jugendinternationale";" Berlin";" 1932";;;;;"Wir kämpfen für ein rotes Preussen im sozialistischen Rätedeutschland. Berlin: Jugendinternationale 1932.";"parsed"
75196;0;161;;;"Wie sie hetzen";"City Druckerei";" Berlin";" 1933";;;;;"Wie sie hetzen. Berlin: City Druckerei 1933.";"parsed"
75195;1;161;;;"Wie kämpft das illegale Deutschland";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1936";;;;;"Wie kämpft das illegale Deutschland? Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
75194;0;161;;;"Wie erlange ich eine vollendete Büste";"»Aeskulap«";" Berlin";" 1933";;;;;"Wie erlange ich eine vollendete Büste? Berlin: »Aeskulap« 1933.";"parsed"
75193;0;161;"Richard";"Wichterich";"Volksdeutscher Kampf";"Du Mont-Schauberg";"Köln";"1936";;;;;"Wichterich, Richard: Volksdeutscher Kampf. Köln: Du Mont-Schauberg 1936.";"parsed"
75192;0;161;"Walt";"Whitman";"Gesang von der offenen Landstrasse";"Saa";"Lauenburg";"1922";;;;;"Whitman, Walt: Gesang von der offenen Landstrasse. Lauenburg: Saa 1922.";"parsed"
75191;1;161;"John W.";"Wheeler-Bennett";"Wooden titan. Hindenburg in twenty years of German history";"Morrow";"New York";"1936";;;;;"Wheeler-Bennett, John W.: Wooden titan. Hindenburg in twenty years of German history. New York: Morrow 1936.";"parsed"
75190;1;161;"John W.";"Wheeler-Bennett";"The Disarmament deadlock";"Routledge";"London";"1934";;;;;"Wheeler-Bennett, John W.: The Disarmament deadlock. London: Routledge 1934.";"parsed"
75189;0;161;"Klara";"Weyl";"Die Frauen und die Gemeindepolitik";"Vorwärts";"Berlin";"1912";;;;;"Weyl, Klara: Die Frauen und die Gemeindepolitik. Berlin: Vorwärts 1912.";"parsed"
75188;1;161;"A. von der";"Wey";"De bloedmystiek van het nationaalsocialisme";"Geloofsverdediging";"Antwerpen";"1937";;;;;"Wey, A. von der: De bloedmystiek van het nationaalsocialisme. Antwerpen: Geloofsverdediging 1937.";"parsed"
75187;0;161;"Erwin";"Wexberg";"Individualpsychologie";"Hirzel";"Leipzig";"1931";;;;;"Wexberg, Erwin: Individualpsychologie. Leipzig: Hirzel 1931.";"parsed"
75185;0;161;"Max";"Westphal";"Was wir wollen!";"Albrecht";"Berlin";"1923";;;;;"Westphal, Max: Was wir wollen! Berlin: Albrecht 1923.";"parsed"
75186;0;161;"Max";"Westphal";"Unser Wirken";"Arbeiterjugend-Verl.";"Berlin";"1922";;;;;"Westphal, Max: Unser Wirken. Berlin: Arbeiterjugend-Verl. 1922.";"parsed"
75184;0;161;"Max";"Westphal";"Handbuch für sozialistische Jugendarbeit";"Arbeiterjugend-Verl.";"Berlin";"1930";;;;;"Westphal, Max: Handbuch für sozialistische Jugendarbeit. Berlin: Arbeiterjugend-Verl. 1930.";"parsed"
75183;0;161;"Patrick";"Weston";"Wüstenträumer";"Brand";"Berlin";"1922";;;;;"Weston, Patrick: Wüstenträumer. Berlin: Brand 1922.";"parsed"
75182;0;161;"Paul";"Westheim";"Sämtliche Schriften";;;;;;;;"Westheim, Paul: Sämtliche Schriften.";"parsed"
75180;0;161;"Heinz";"Wertner";"Christine von Schweden";"Freya";"Heidenau";"1936";;;;;"Wertner, Heinz: Christine von Schweden. Heidenau: Freya 1936.";"parsed"
75181;0;161;"Ludwig E.";"West";"Homosexuelle Probleme";"Messer & Co.";"Berlin";"1903";;;;;"West, Ludwig E.: Homosexuelle Probleme. Berlin: Messer & Co. 1903.";"parsed"
75178;0;161;"Johannes";"Werthauer";"Sämtliche Schriften";;;;;;;;"Werthauer, Johannes: Sämtliche Schriften.";"parsed"
75179;1;161;"Mildred Salz";"Wertheimer";"Germany under Hitler";"Foreign Policy Association";"New York";"1935";;;;;"Wertheimer, Mildred Salz: Germany under Hitler. New York: Foreign Policy Association 1935.";"parsed"
75177;0;161;"Hans";"Wernicke";"Der »Allerchristlichste« Reichsfeind Dr. Dollfuss";"P. Schmidt";"Berlin";"1934";;;;;"Wernicke, Hans: Der »Allerchristlichste« Reichsfeind Dr. Dollfuss. Berlin: P. Schmidt 1934.";"parsed"
75176;0;161;"Selma";"Werner";"Vom Dämon der Unzucht gepackt";"Hedewig";"Leipzig";"1910";;;;;"Werner, Selma: Vom Dämon der Unzucht gepackt. Leipzig: Hedewig 1910.";"parsed"
75175;0;161;"Paul";"Werner";"Eugen Leviné";"Viva-Verl.";"Berlin";"1922";;;;;"Werner, Paul: Eugen Leviné. Berlin: Viva-Verl. 1922.";"parsed"
75174;0;161;"Max";"Werner";"Sämtliche Schriften";;;;;;;;"Werner, Max: Sämtliche Schriften.";"parsed"
75172;0;161;"Georg";"Werner";"Zwei Kumpel";"Die Knappschaft";"Berlin";"1932";;;;;"Werner, Georg: Zwei Kumpel. Berlin: Die Knappschaft 1932.";"parsed"
75173;0;161;"Georg";"Werner";"Philosophie eines Kumpels";"Die Knappschaft";"Berlin";"1936";;;;;"Werner, Georg: Philosophie eines Kumpels. Berlin: Die Knappschaft 1936.";"parsed"
75171;0;161;"Georg";"Werner";"Ein Kumpel";"Die Knappschaft";"Berlin";"1929";;;;;"Werner, Georg: Ein Kumpel. Berlin: Die Knappschaft 1929.";"parsed"
75170;0;161;"Arthur";"Werner";"Thomas G. Masaryk, Bild seines Lebens";"Roland-Verl.";"Prag";"1934";;;;;"Werner, Arthur: Thomas G. Masaryk, Bild seines Lebens. Prag: Roland-Verl. 1934.";"parsed"
75169;0;161;"Heinrich";"Werneke";"Sämtliche Schriften";;;;;;;;"Werneke, Heinrich: Sämtliche Schriften.";"parsed"
75167;0;159;"Wilhelm";"Weitling";"Das Evangelium eines armen Sünders";"Ernst";"München";"1894";;;;;"Weitling, Wilhelm: Das Evangelium eines armen Sünders. München: Ernst 1894.";"parsed"
75168;0;0;;"Wermuth-Stieber";"Die Kommunisten-Verschwörungen des 19. Jahrhunderts";;"Berlin";"1853/54";;;;;"Wermuth-Stieber: Die Kommunisten-Verschwörungen des 19. Jahrhunderts. Berlin 1853/54.";"ok"
75166;0;159;;"Weithaler, Ludwig, und Hans Eisenstecken";"Kamerad Dollfuss";"»Jung-Österreich«";"Innsbruck";" 1935";;;;;"Weithaler, Ludwig, und Hans Eisenstecken: Kamerad Dollfuss. Innsbruck: »Jung-Österreich« 1935.";"parsed"
75165;0;159;"Franz";"Weissin";"Der Weg zum Sozialismus";"Ludendorff-Verl.";"München";"1930";;;;;"Weissin, Franz: Der Weg zum Sozialismus. München: Ludendorff-Verl. 1930.";"parsed"
75164;0;159;;;"Weissbuch über die schwarze Reichswehr";"Verl. d. neuen Gesellschaft";" Berlin";" 1925";;;;;"Weissbuch über die schwarze Reichswehr. Berlin: Verl. d. neuen Gesellschaft 1925.";"parsed"
75163;1;159;;"Weissbuch über die Erschiessungen am 30. Juni 1934. Moskau";"Verlagsgen, ausländ. Arbeiter 1935";"Ed. du Carrefour";"— Paris";" 1935";;;;;"Weissbuch über die Erschiessungen am 30. Juni 1934. Moskau: Verlagsgen, ausländ. Arbeiter 1935. — Paris: Ed. du Carrefour 1935.";"parsed"
75162;0;159;"Friedrich";"Weiss";"Sämtliche Schriften";;;;;;;;"Weiss, Friedrich: Sämtliche Schriften.";"parsed"
